Date,State,Unemployment_Rate,Labour_Participation_Rate,Employment_Rate,Estimated_Employed,Estimated_Unemployed,Region
2021-02-19,Jharkhand,9.33,45.64,41.38,1297906,133509,East
2021-02-19,Karnataka,3.64,49.6,47.8,759378,28684,South
2021-02-19,Kerala,12.81,50.14,43.71,1836622,269845,South
2021-02-19,Madhya Pradesh,6.05,46.84,44.01,503005,32381,Central
2021-02-19,Maharashtra,8.55,51.18,46.8,805630,75367,West
2021-02-19,Manipur,12.39,40.28,35.28,1176020,166351,Northeast
2021-02-19,Meghalaya,6.64,38.92,36.34,1405976,99941,Northeast
2021-02-19,Mizoram,3.86,42.69,41.05,1511126,60640,Northeast
2021-02-19,Nagaland,21.37,39.07,30.72,1313766,357083,Northeast
2021-02-19,Odisha,5.87,39.73,37.4,793252,49488,East
2021-02-19,Punjab,10.06,42.6,38.31,1644414,183921,North
2021-02-19,Rajasthan,27.28,53.16,38.66,947981,355641,North
2021-02-19,Sikkim,3.03,53.47,51.85,1139626,35586,Northeast
2021-02-19,Tamil Nadu,5.01,44.59,42.36,1417794,74724,South
2021-02-19,Telangana,8.54,49.97,45.7,237453,22184,South
2021-02-19,Tripura,10.58,49.33,44.11,2138161,252898,Northeast
2021-02-19,Uttar Pradesh,5.01,50.94,48.39,2312197,121846,North
2021-02-19,Uttarakhand,4.51,39.79,37.99,1526707,72185,North
2021-02-19,West Bengal,7.71,48.95,45.18,323856,27039,East
2021-02-19,Delhi,15.89,46.51,39.12,957352,180799,North
2021-02-19,Jammu & Kashmir,13.96,45.78,39.39,567209,92022,North
2021-03-21,Andhra Pradesh,6.82,38.89,36.24,1432915,104817,South
2021-03-21,Arunachal Pradesh,4.51,45.08,43.05,1807971,85327,Northeast
2021-03-21,Assam,9.22,49.18,44.64,1171913,119062,Northeast
2021-03-21,Bihar,12.13,52.96,46.54,684531,94460,East
2021-03-21,Chhattisgarh,8.02,43.02,39.57,441102,38444,Central
2021-03-21,Goa,11.92,49.08,43.23,1652862,223722,West
2021-03-21,Gujarat,6.0,44.72,42.03,1559226,99527,West
2021-03-21,Haryana,18.85,41.39,33.59,1513434,351435,North
2021-03-21,Himachal Pradesh,8.14,38.99,35.82,358797,31782,North
2021-03-21,Jharkhand,8.11,46.77,42.98,732393,64639,East
2021-03-21,Karnataka,3.12,38.33,37.13,393480,12670,South
2021-03-21,Kerala,11.93,45.03,39.66,1077868,146049,South
2021-03-21,Madhya Pradesh,6.66,48.12,44.91,244611,17462,Central
2021-03-21,Maharashtra,5.71,45.89,43.27,2092348,126757,West
2021-03-21,Manipur,15.65,43.3,36.52,1454700,269988,Northeast
2021-03-21,Meghalaya,7.01,51.14,47.55,1353284,102064,Northeast
2021-03-21,Mizoram,4.35,42.51,40.67,235447,10707,Northeast
2021-03-21,Nagaland,21.69,42.99,33.66,1339413,371068,Northeast
2021-03-21,Odisha,5.01,44.32,42.1,213058,11238,East
2021-03-21,Punjab,9.54,43.1,38.98,1328964,140226,North
2021-03-21,Rajasthan,27.18,45.79,33.34,763897,285068,North
2021-03-21,Sikkim,4.28,43.15,41.3,328610,14699,Northeast
2021-03-21,Tamil Nadu,4.65,46.23,44.08,1703097,82971,South
2021-03-21,Telangana,6.5,46.05,43.06,327385,22768,South
2021-03-21,Tripura,10.77,39.29,35.05,752114,90776,Northeast
2021-03-21,Uttar Pradesh,5.88,41.83,39.37,543814,33981,North
2021-03-21,Uttarakhand,5.81,51.28,48.3,1498506,92451,North
2021-03-21,West Bengal,6.24,40.5,37.97,1575751,104954,East
2021-03-21,Delhi,14.7,49.46,42.19,704372,121401,North
2021-03-21,Jammu & Kashmir,15.5,43.87,37.07,1715742,314781,North
2021-04-20,Andhra Pradesh,7.51,53.13,49.14,1810790,147003,South
2021-04-20,Arunachal Pradesh,3.95,39.06,37.51,436242,17942,Northeast
2021-04-20,Assam,8.45,54.28,49.7,1433055,132231,Northeast
2021-04-20,Bihar,11.39,42.11,37.31,1027141,132086,East
2021-04-20,Chhattisgarh,6.6,42.67,39.86,1646582,116261,Central
2021-04-20,Goa,10.6,45.81,40.96,1212208,143710,West
2021-04-20,Gujarat,4.47,40.82,38.99,976774,45684,West
2021-04-20,Haryana,19.65,41.56,33.39,242040,59202,North
2021-04-20,Himachal Pradesh,8.98,42.11,38.33,1848728,182335,North
2021-04-20,Jharkhand,9.32,41.35,37.5,1792837,184176,East
2021-04-20,Karnataka,4.16,42.41,40.65,1002599,43490,South
2021-04-20,Kerala,12.88,48.09,41.89,347248,51358,South
2021-04-20,Madhya Pradesh,5.95,41.23,38.78,1577011,99754,Central
2021-04-20,Maharashtra,7.45,53.43,49.45,2347330,189011,West
2021-04-20,Manipur,13.84,54.61,47.06,1838876,295390,Northeast
2021-04-20,Meghalaya,7.08,40.75,37.86,1001920,76302,Northeast
2021-04-20,Mizoram,3.55,48.89,47.15,1650281,60738,Northeast
2021-04-20,Nagaland,21.98,40.77,31.8,967759,272699,Northeast
2021-04-20,Odisha,6.51,38.21,35.72,193112,13455,East
2021-04-20,Punjab,10.37,44.07,39.5,1843810,213298,North
2021-04-20,Rajasthan,26.92,41.78,30.53,594548,219031,North
2021-04-20,Sikkim,2.5,52.42,51.1,1931685,49601,Northeast
2021-04-20,Tamil Nadu,4.9,38.5,36.61,975322,50209,South
2021-04-20,Telangana,6.22,49.26,46.2,477335,31663,South
2021-04-20,Tripura,9.51,53.63,48.53,2411780,253542,Northeast
2021-04-20,Uttar Pradesh,4.37,38.76,37.07,1454868,66418,North
2021-04-20,Uttarakhand,4.24,50.82,48.67,2254643,99921,North
2021-04-20,West Bengal,5.54,54.17,51.17,1584666,92875,East
2021-04-20,Delhi,16.47,42.27,35.3,1072669,211543,North
2021-04-20,Jammu & Kashmir,13.55,44.1,38.12,1317086,206353,North
2021-05-20,Andhra Pradesh,6.58,53.61,50.08,479839,33807,South
2021-05-20,Arunachal Pradesh,4.37,46.6,44.56,665713,30434,Northeast
2021-05-20,Assam,8.92,42.8,38.98,1862277,182409,Northeast
2021-05-20,Bihar,10.8,47.89,42.72,1052859,127456,East
2021-05-20,Chhattisgarh,6.89,50.9,47.39,839432,62110,Central
2021-05-20,Goa,11.96,44.0,38.74,1752392,237998,West
2021-05-20,Gujarat,5.48,46.1,43.57,1193408,69174,West
2021-05-20,Haryana,18.83,41.48,33.67,1064024,246765,North
2021-05-20,Himachal Pradesh,7.61,52.54,48.54,694985,57239,North
2021-05-20,Jharkhand,7.63,39.21,36.22,293562,24245,East
2021-05-20,Karnataka,3.56,44.96,43.36,1798982,66386,South
2021-05-20,Kerala,12.62,52.21,45.62,910083,131413,South
2021-05-20,Madhya Pradesh,6.08,49.13,46.14,545482,35310,Central
2021-05-20,Maharashtra,7.44,52.89,48.95,1432348,115173,West
2021-05-20,Manipur,12.79,38.64,33.7,362368,53152,Northeast
2021-05-20,Meghalaya,4.72,51.01,48.61,243065,12032,Northeast
2021-05-20,Mizoram,4.3,38.93,37.25,1817567,81710,Northeast
2021-05-20,Nagaland,18.7,41.84,34.02,635758,146264,Northeast
2021-05-20,Odisha,5.13,38.03,36.08,1364408,73719,East
2021-05-20,Punjab,7.95,54.44,50.11,756294,65325,North
2021-05-20,Rajasthan,26.82,52.42,38.36,921373,337744,North
2021-05-20,Sikkim,3.61,43.15,41.59,816827,30560,Northeast
2021-05-20,Tamil Nadu,5.14,41.09,38.98,845463,45819,South
2021-05-20,Telangana,6.81,53.33,49.7,2052629,150086,South
2021-05-20,Tripura,10.72,49.24,43.96,375002,45016,Northeast
2021-05-20,Uttar Pradesh,3.67,47.26,45.52,1680583,64098,North
2021-05-20,Uttarakhand,5.13,47.92,45.46,2175432,117736,North
2021-05-20,West Bengal,5.79,38.72,36.48,617916,38007,East
2021-05-20,Delhi,13.68,50.15,43.29,1694863,268584,North
2021-05-20,Jammu & Kashmir,14.08,39.74,34.15,960282,157421,North
2021-06-19,Andhra Pradesh,4.53,53.86,51.42,2171801,103114,South
2021-06-19,Arunachal Pradesh,4.21,49.85,47.76,1773879,77878,Northeast
2021-06-19,Assam,8.63,49.81,45.51,1720400,162552,Northeast
2021-06-19,Bihar,10.12,52.65,47.32,820214,92358,East
2021-06-19,Chhattisgarh,5.25,43.87,41.57,835600,46311,Central
2021-06-19,Goa,9.51,54.63,49.44,2152738,226294,West
2021-06-19,Gujarat,4.43,47.56,45.45,2164295,100241,West
2021-06-19,Haryana,19.13,46.44,37.55,830798,196528,North
2021-06-19,Himachal Pradesh,7.64,50.49,46.63,1039589,86035,North
2021-06-19,Jharkhand,7.25,38.43,35.64,1523843,119153,East
2021-06-19,Karnataka,2.73,41.99,40.85,1499881,42124,South
2021-06-19,Kerala,11.64,51.89,45.85,1356644,178782,South
2021-06-19,Madhya Pradesh,5.94,52.66,49.54,647301,40844,Central
2021-06-19,Maharashtra,6.11,51.6,48.45,1447178,94208,West
2021-06-19,Manipur,11.68,52.71,46.55,562221,74372,Northeast
2021-06-19,Meghalaya,5.06,43.27,41.08,741556,39490,Northeast
2021-06-19,Mizoram,3.28,51.54,49.85,811149,27518,Northeast
2021-06-19,Nagaland,20.63,48.62,38.59,1185907,308203,Northeast
2021-06-19,Odisha,5.24,42.89,40.64,764310,42228,East
2021-06-19,Punjab,7.27,44.0,40.8,1344767,105400,North
2021-06-19,Rajasthan,26.05,44.88,33.18,267995,94426,North
2021-06-19,Sikkim,1.49,51.32,50.56,902986,13613,Northeast
2021-06-19,Tamil Nadu,5.13,43.65,41.41,312510,16901,South
2021-06-19,Telangana,5.05,44.36,42.11,2000463,106486,South
2021-06-19,Tripura,9.89,48.75,43.93,612994,67277,Northeast
2021-06-19,Uttar Pradesh,5.2,45.11,42.77,1659033,90951,North
2021-06-19,Uttarakhand,3.74,42.7,41.1,1004484,39077,North
2021-06-19,West Bengal,5.06,54.67,51.9,417164,22222,East
2021-06-19,Delhi,13.12,54.5,47.35,478195,72196,North
2021-06-19,Jammu & Kashmir,12.74,44.86,39.15,1495528,218386,North
2021-07-19,Andhra Pradesh,5.1,43.89,41.65,953573,51201,South
2021-07-19,Arunachal Pradesh,4.67,42.49,40.51,576829,28265,Northeast
2021-07-19,Assam,5.81,42.89,40.39,1395783,86129,Northeast
2021-07-19,Bihar,9.31,54.47,49.4,1588748,163049,East
2021-07-19,Chhattisgarh,4.84,39.57,37.65,1203145,61237,Central
2021-07-19,Goa,8.46,48.6,44.49,1520823,140526,West
2021-07-19,Gujarat,3.76,48.37,46.55,888221,34720,West
2021-07-19,Haryana,18.42,42.61,34.76,1108663,250341,North
2021-07-19,Himachal Pradesh,6.34,47.99,44.95,1642884,111173,North
2021-07-19,Jharkhand,7.13,49.56,46.03,1075514,82589,East
2021-07-19,Karnataka,2.05,42.3,41.44,1046774,21853,South
2021-07-19,Kerala,10.31,54.28,48.69,1117647,128410,South
2021-07-19,Madhya Pradesh,3.4,49.43,47.75,2338108,82336,Central
2021-07-19,Maharashtra,5.65,39.73,37.49,201479,12057,West
2021-07-19,Manipur,11.02,50.72,45.13,2083130,257951,Northeast
2021-07-19,Meghalaya,4.4,45.38,43.38,721980,33207,Northeast
2021-07-19,Mizoram,3.55,38.15,36.8,1160094,42723,Northeast
2021-07-19,Nagaland,18.82,48.43,39.31,1324727,307032,Northeast
2021-07-19,Odisha,5.06,39.55,37.55,524520,27932,East
2021-07-19,Punjab,6.23,52.92,49.62,1897576,126103,North
2021-07-19,Rajasthan,23.75,42.21,32.18,251471,78332,North
2021-07-19,Sikkim,0.71,45.8,45.48,1726828,12410,Northeast
2021-07-19,Tamil Nadu,4.2,39.38,37.72,1803890,79123,South
2021-07-19,Telangana,5.61,52.25,49.32,2033586,120811,South
2021-07-19,Tripura,6.89,48.49,45.14,1734901,128373,Northeast
2021-07-19,Uttar Pradesh,3.68,50.54,48.69,1385881,52880,North
2021-07-19,Uttarakhand,3.06,53.65,52.01,1627929,51421,North
2021-07-19,West Bengal,4.21,47.15,45.16,772241,33976,East
2021-07-19,Delhi,14.06,49.33,42.39,1714129,280395,North
2021-07-19,Jammu & Kashmir,11.69,45.72,40.38,1347015,178384,North
2021-08-18,Andhra Pradesh,5.71,45.27,42.69,1063511,64350,South
2021-08-18,Arunachal Pradesh,1.93,49.04,48.09,2266771,44541,Northeast
2021-08-18,Assam,6.26,38.37,35.97,667161,44536,Northeast
2021-08-18,Bihar,7.42,46.54,43.09,324379,26006,East
2021-08-18,Chhattisgarh,4.98,39.79,37.81,1489780,78005,Central
2021-08-18,Goa,7.73,44.96,41.49,1430680,119818,West
2021-08-18,Gujarat,1.68,40.73,40.04,327236,5596,West
2021-08-18,Haryana,16.65,41.16,34.3,1196887,239039,North
2021-08-18,Himachal Pradesh,6.05,49.65,46.64,465012,29942,North
2021-08-18,Jharkhand,6.47,42.92,40.14,760271,52617,East
2021-08-18,Karnataka,1.52,47.1,46.39,976927,15085,South
2021-08-18,Kerala,8.61,44.01,40.22,1700845,160303,South
2021-08-18,Madhya Pradesh,2.61,53.53,52.14,2496243,66806,Central
2021-08-18,Maharashtra,5.55,43.55,41.14,861833,50597,West
2021-08-18,Manipur,11.71,52.9,46.7,449091,59546,Northeast
2021-08-18,Meghalaya,3.95,44.68,42.91,1283157,52743,Northeast
2021-08-18,Mizoram,0.52,52.6,52.33,1855607,9707,Northeast
2021-08-18,Nagaland,18.65,52.24,42.5,1854868,425308,Northeast
2021-08-18,Odisha,3.53,48.38,46.67,570163,20859,East
2021-08-18,Punjab,7.71,49.45,45.64,596316,49842,North
2021-08-18,Rajasthan,22.91,40.0,30.83,383509,113982,North
2021-08-18,Sikkim,1.44,38.03,37.49,1399913,20395,Northeast
2021-08-18,Tamil Nadu,2.43,40.74,39.75,348232,8675,South
2021-08-18,Telangana,5.64,38.33,36.16,450566,26914,South
2021-08-18,Tripura,7.22,44.02,40.85,397861,30943,Northeast
2021-08-18,Uttar Pradesh,3.28,41.78,40.41,1146215,38882,North
2021-08-18,Uttarakhand,1.51,38.98,38.39,867570,13273,North
2021-08-18,West Bengal,4.62,41.98,40.04,595815,28865,East
2021-08-18,Delhi,12.93,47.47,41.33,979905,145530,North
2021-08-18,Jammu & Kashmir,11.7,45.29,39.99,1173460,155441,North
2021-09-17,Andhra Pradesh,5.69,40.92,38.59,1061449,64025,South
2021-09-17,Arunachal Pradesh,3.36,45.0,43.49,1921083,66878,Northeast
2021-09-17,Assam,6.86,39.96,37.22,1200505,88407,Northeast
2021-09-17,Bihar,10.4,39.99,35.84,722948,83871,East
2021-09-17,Chhattisgarh,4.47,41.51,39.65,897476,41962,Central
2021-09-17,Goa,6.88,53.23,49.57,703566,51942,West
2021-09-17,Gujarat,0.5,38.31,38.12,1550357,7790,West
2021-09-17,Haryana,17.03,39.17,32.5,856187,175707,North
2021-09-17,Himachal Pradesh,7.34,49.71,46.06,755205,59848,North
2021-09-17,Jharkhand,6.89,38.17,35.54,1334740,98719,East
2021-09-17,Karnataka,2.22,51.96,50.81,2182371,49448,South
2021-09-17,Kerala,9.83,46.25,41.7,834605,90940,South
2021-09-17,Madhya Pradesh,2.73,41.12,40.0,1738798,48780,Central
2021-09-17,Maharashtra,5.66,53.0,50.0,1299231,78008,West
2021-09-17,Manipur,10.77,51.66,46.1,2101008,253651,Northeast
2021-09-17,Meghalaya,3.16,41.46,40.15,321741,10503,Northeast
2021-09-17,Mizoram,1.2,47.21,46.64,2265155,27498,Northeast
2021-09-17,Nagaland,19.17,39.13,31.63,1080901,256393,Northeast
2021-09-17,Odisha,3.46,51.66,49.87,1222242,43868,East
2021-09-17,Punjab,5.69,54.95,51.83,1562941,94285,North
2021-09-17,Rajasthan,22.66,43.96,34.0,739949,216770,North
2021-09-17,Sikkim,0.5,39.17,38.97,843003,4236,Northeast
2021-09-17,Tamil Nadu,3.53,49.16,47.43,1749875,64018,South
2021-09-17,Telangana,3.79,38.14,36.7,542906,21408,South
2021-09-17,Tripura,7.05,38.09,35.4,1458719,110687,Northeast
2021-09-17,Uttar Pradesh,4.41,51.14,48.88,1450808,66902,North
2021-09-17,Uttarakhand,3.54,50.78,48.98,2014940,73887,North
2021-09-17,West Bengal,4.25,46.81,44.82,507076,22516,East
2021-09-17,Delhi,13.48,50.62,43.8,553775,86274,North
2021-09-17,Jammu & Kashmir,12.34,41.31,36.22,1632196,229786,North
2021-10-17,Andhra Pradesh,5.29,50.9,48.21,1536478,85747,South
2021-10-17,Arunachal Pradesh,2.88,49.12,47.71,2147367,63572,Northeast
2021-10-17,Assam,8.09,40.66,37.37,983809,86626,Northeast
2021-10-17,Bihar,9.69,50.18,45.32,779108,83585,East
2021-10-17,Chhattisgarh,3.8,42.11,40.51,594279,23453,Central
2021-10-17,Goa,6.89,45.22,42.1,1930610,142962,West
2021-10-17,Gujarat,1.1,39.31,38.87,1412210,15751,West
2021-10-17,Haryana,17.03,44.51,36.93,1550401,318132,North
2021-10-17,Himachal Pradesh,6.79,42.62,39.73,1436483,104603,North
2021-10-17,Jharkhand,6.78,42.49,39.61,1871844,136106,East
2021-10-17,Karnataka,0.5,42.58,42.37,575863,2893,South
2021-10-17,Kerala,10.79,49.81,44.44,659542,79730,South
2021-10-17,Madhya Pradesh,1.88,49.25,48.33,2013913,38591,Central
2021-10-17,Maharashtra,5.2,51.23,48.57,1905611,104426,West
2021-10-17,Manipur,10.34,45.35,40.66,260293,30022,Northeast
2021-10-17,Meghalaya,5.05,42.41,40.27,262386,13951,Northeast
2021-10-17,Mizoram,1.33,47.47,46.84,316367,4280,Northeast
2021-10-17,Nagaland,18.99,49.34,39.97,780772,183075,Northeast
2021-10-17,Odisha,4.34,54.93,52.55,2214730,100420,East
2021-10-17,Punjab,6.17,52.36,49.13,796227,52332,North
2021-10-17,Rajasthan,23.14,39.61,30.45,1520930,457776,North
2021-10-17,Sikkim,0.9,43.55,43.16,1668936,15178,Northeast
2021-10-17,Tamil Nadu,2.6,54.96,53.53,849426,22637,South
2021-10-17,Telangana,4.45,38.69,36.96,868765,40494,South
2021-10-17,Tripura,8.37,47.63,43.64,832386,76062,Northeast
2021-10-17,Uttar Pradesh,2.42,49.12,47.93,740133,18378,North
2021-10-17,Uttarakhand,3.67,38.66,37.24,1589193,60526,North
2021-10-17,West Bengal,4.6,48.53,46.3,1405248,67831,East
2021-10-17,Delhi,13.57,47.98,41.47,1291341,202823,North
2021-10-17,Jammu & Kashmir,11.57,54.84,48.5,1894020,247698,North
2021-11-16,Andhra Pradesh,6.95,44.62,41.52,635204,47407,South
2021-11-16,Arunachal Pradesh,2.84,48.15,46.78,2187858,63865,Northeast
2021-11-16,Assam,6.96,46.97,43.7,634669,47512,Northeast
2021-11-16,Bihar,9.78,54.93,49.55,2435637,263978,East
2021-11-16,Chhattisgarh,5.72,50.16,47.29,1498572,90999,Central
2021-11-16,Goa,8.67,38.91,35.53,904849,85891,West
2021-11-16,Gujarat,3.68,44.34,42.71,2023460,77343,West
2021-11-16,Haryana,18.47,40.85,33.3,916350,207549,North
2021-11-16,Himachal Pradesh,7.32,49.03,45.44,790073,62404,North
2021-11-16,Jharkhand,7.69,40.66,37.53,1261598,105130,East
2021-11-16,Karnataka,0.97,49.99,49.5,1261520,12294,South
2021-11-16,Kerala,10.73,49.35,44.06,1880422,225992,South
2021-11-16,Madhya Pradesh,4.05,49.89,47.87,2045029,86285,Central
2021-11-16,Maharashtra,6.29,51.65,48.4,2334725,156836,West
2021-11-16,Manipur,10.85,44.83,39.97,476282,57940,Northeast
2021-11-16,Meghalaya,6.88,47.73,44.45,776351,57355,Northeast
2021-11-16,Mizoram,2.25,48.08,47.0,985583,22695,Northeast
2021-11-16,Nagaland,19.74,38.88,31.21,200615,49348,Northeast
2021-11-16,Odisha,3.68,48.32,46.54,2077560,79465,East
2021-11-16,Punjab,6.81,53.01,49.4,1712029,125124,North
2021-11-16,Rajasthan,24.57,53.06,40.02,554312,180587,North
2021-11-16,Sikkim,1.06,50.54,50.0,894705,9559,Northeast
2021-11-16,Tamil Nadu,3.06,45.91,44.5,1919396,60606,South
2021-11-16,Telangana,4.79,39.06,37.19,747051,37582,South
2021-11-16,Tripura,8.2,53.95,49.52,437240,39079,Northeast
2021-11-16,Uttar Pradesh,3.68,44.56,42.92,351771,13427,North
2021-11-16,Uttarakhand,2.6,45.97,44.78,765052,20441,North
2021-11-16,West Bengal,4.07,39.72,38.1,477684,20246,East
2021-11-16,Delhi,11.97,51.57,45.4,893514,121476,North
2021-11-16,Jammu & Kashmir,11.46,43.09,38.15,589928,76354,North
2021-12-16,Andhra Pradesh,5.95,44.04,41.42,1463284,92652,South
2021-12-16,Arunachal Pradesh,3.5,39.06,37.7,545595,19764,Northeast
2021-12-16,Assam,7.56,43.82,40.51,1778926,145412,Northeast
2021-12-16,Bihar,10.33,40.63,36.44,317854,36599,East
2021-12-16,Chhattisgarh,4.03,47.58,45.66,1879988,78853,Central
2021-12-16,Goa,8.84,40.33,36.77,1144587,110992,West
2021-12-16,Gujarat,2.53,48.61,47.38,820318,21270,West
2021-12-16,Haryana,18.27,46.29,37.83,329235,73619,North
2021-12-16,Himachal Pradesh,5.65,51.98,49.04,370962,22220,North
2021-12-16,Jharkhand,7.24,45.12,41.85,1072531,83773,East
2021-12-16,Karnataka,3.09,49.34,47.82,1911080,61005,South
2021-12-16,Kerala,12.47,52.66,46.09,881434,125607,South
2021-12-16,Madhya Pradesh,5.34,54.82,51.89,2336690,131794,Central
2021-12-16,Maharashtra,6.07,44.31,41.63,573699,37070,West
2021-12-16,Manipur,13.72,46.37,40.01,1069998,170179,Northeast
2021-12-16,Meghalaya,5.1,52.25,49.59,1054335,56663,Northeast
2021-12-16,Mizoram,2.64,43.58,42.43,1078945,29273,Northeast
2021-12-16,Nagaland,20.7,50.96,40.41,431186,112578,Northeast
2021-12-16,Odisha,5.27,47.85,45.33,1225327,68161,East
2021-12-16,Punjab,6.66,48.96,45.7,701167,49996,North
2021-12-16,Rajasthan,23.28,49.25,37.78,429017,130200,North
2021-12-16,Sikkim,2.75,47.7,46.39,618744,17503,Northeast
2021-12-16,Tamil Nadu,2.83,41.11,39.94,1683902,49097,South
2021-12-16,Telangana,4.89,42.86,40.76,1904432,97871,South
2021-12-16,Tripura,8.71,40.43,36.91,806609,76997,Northeast
2021-12-16,Uttar Pradesh,4.52,51.56,49.23,1060111,50139,North
2021-12-16,Uttarakhand,3.95,52.37,50.3,2052957,84492,North
2021-12-16,West Bengal,4.68,40.98,39.06,1377736,67705,East
2021-12-16,Delhi,13.51,52.86,45.72,742200,115974,North
2021-12-16,Jammu & Kashmir,12.02,42.48,37.37,187950,25674,North
2022-01-15,Andhra Pradesh,7.23,48.66,45.15,1750010,136324,South
2022-01-15,Arunachal Pradesh,4.99,40.58,38.56,988072,51896,Northeast
2022-01-15,Assam,8.02,46.26,42.55,1975949,172250,Northeast
2022-01-15,Bihar,10.58,38.68,34.59,626592,74142,East
2022-01-15,Chhattisgarh,5.77,53.44,50.36,1312599,80301,Central
2022-01-15,Goa,9.1,45.93,41.75,1637525,164005,West
2022-01-15,Gujarat,4.15,45.31,43.43,1383642,59970,West
2022-01-15,Haryana,18.02,54.99,45.08,1786441,392646,North
2022-01-15,Himachal Pradesh,8.83,40.9,37.29,237579,23002,North
2022-01-15,Jharkhand,8.0,41.48,38.16,775324,67398,East
2022-01-15,Karnataka,5.32,53.48,50.64,1414948,79473,South
2022-01-15,Kerala,12.07,46.52,40.91,297029,40761,South
2022-01-15,Madhya Pradesh,5.14,45.45,43.12,1843740,99802,Central
2022-01-15,Maharashtra,6.28,40.73,38.17,233763,15664,West
2022-01-15,Manipur,11.85,38.84,34.24,1287716,173066,Northeast
2022-01-15,Meghalaya,5.65,39.9,37.64,1218680,72962,Northeast
2022-01-15,Mizoram,2.94,44.46,43.15,1771937,53641,Northeast
2022-01-15,Nagaland,20.15,44.67,35.66,1383220,349118,Northeast
2022-01-15,Odisha,6.05,42.03,39.49,1401040,90221,East
2022-01-15,Punjab,8.03,47.62,43.79,2050021,179062,North
2022-01-15,Rajasthan,25.18,38.33,28.68,1210375,407297,North
2022-01-15,Sikkim,2.66,46.92,45.67,1821745,49725,Northeast
2022-01-15,Tamil Nadu,3.73,38.51,37.08,1789558,69294,South
2022-01-15,Telangana,5.23,49.35,46.77,2198127,121214,South
2022-01-15,Tripura,9.95,49.53,44.61,860472,95034,Northeast
2022-01-15,Uttar Pradesh,3.72,52.42,50.47,2403390,92866,North
2022-01-15,Uttarakhand,4.86,42.72,40.64,718271,36652,North
2022-01-15,West Bengal,6.52,54.38,50.83,277693,19358,East
2022-01-15,Delhi,15.58,48.59,41.01,2032474,375185,North
2022-01-15,Jammu & Kashmir,14.12,43.3,37.19,754857,124117,North
2022-02-14,Andhra Pradesh,7.43,42.44,39.28,803447,64507,South
2022-02-14,Arunachal Pradesh,4.58,52.19,49.8,2345314,112559,Northeast
2022-02-14,Assam,8.74,53.79,49.08,381937,36597,Northeast
2022-02-14,Bihar,10.4,39.57,35.46,437024,50700,East
2022-02-14,Chhattisgarh,5.94,54.46,51.22,1285758,81236,Central
2022-02-14,Goa,10.46,46.53,41.66,670714,78333,West
2022-02-14,Gujarat,6.38,50.77,47.53,1850104,126071,West
2022-02-14,Haryana,19.22,47.82,38.63,1765324,420056,North
2022-02-14,Himachal Pradesh,8.87,38.95,35.49,188434,18345,North
2022-02-14,Jharkhand,9.38,41.61,37.71,1314487,136033,East
2022-02-14,Karnataka,2.55,53.04,51.68,2341295,61342,South
2022-02-14,Kerala,11.18,53.46,47.48,908063,114256,South
2022-02-14,Madhya Pradesh,4.74,41.24,39.29,522855,25990,Central
2022-02-14,Maharashtra,7.96,43.82,40.33,981931,84900,West
2022-02-14,Manipur,13.8,42.9,36.97,1004851,160903,Northeast
2022-02-14,Meghalaya,7.79,43.1,39.74,1264735,106833,Northeast
2022-02-14,Mizoram,3.15,39.98,38.72,1146214,37302,Northeast
2022-02-14,Nagaland,20.93,53.34,42.18,863717,228605,Northeast
2022-02-14,Odisha,7.0,53.84,50.07,2100036,158086,East
2022-02-14,Punjab,9.92,47.63,42.91,1483141,163333,North
2022-02-14,Rajasthan,26.05,43.56,32.21,176726,62240,North
2022-02-14,Sikkim,4.01,52.05,49.97,2050808,85594,Northeast
2022-02-14,Tamil Nadu,4.96,45.89,43.61,451023,23542,South
2022-02-14,Telangana,5.99,54.67,51.4,753522,48006,South
2022-02-14,Tripura,10.04,50.56,45.49,293833,32786,Northeast
2022-02-14,Uttar Pradesh,4.88,49.2,46.8,1354993,69448,North
2022-02-14,Uttarakhand,3.72,53.95,51.94,2173443,84059,North
2022-02-14,West Bengal,7.08,54.72,50.84,848337,64686,East
2022-02-14,Delhi,15.27,43.91,37.2,270319,48702,North
2022-02-14,Jammu & Kashmir,14.18,38.9,33.38,1206427,199330,North
2022-03-16,Andhra Pradesh,6.48,48.44,45.3,741902,51436,South
2022-03-16,Arunachal Pradesh,5.21,47.82,45.33,959317,52758,Northeast
2022-03-16,Assam,9.64,46.11,41.67,866142,92442,Northeast
2022-03-16,Bihar,11.85,44.16,38.93,1606206,215854,East
2022-03-16,Chhattisgarh,6.14,39.44,37.02,962539,62939,Central
2022-03-16,Goa,9.89,46.2,41.63,1783343,195744,West
2022-03-16,Gujarat,4.46,51.74,49.44,2079491,96973,West
2022-03-16,Haryana,18.66,44.54,36.23,929631,213249,North
2022-03-16,Himachal Pradesh,8.93,40.02,36.44,1713549,167995,North
2022-03-16,Jharkhand,8.85,49.63,45.23,1308188,127024,East
2022-03-16,Karnataka,4.08,44.93,43.1,528173,22457,South
2022-03-16,Kerala,12.19,49.16,43.17,2102310,291818,South
2022-03-16,Madhya Pradesh,7.18,39.16,36.35,865000,66898,Central
2022-03-16,Maharashtra,7.8,39.98,36.86,1200747,101571,West
